created_at,text
2015-07-21 18:46:59 +0000,"Today I ordered all State buildings to fly flags at half-staff tomorrow to honor the five US Servicemen killed in Chattanooga, Tenn."
2015-07-20 17:13:19 +0000,"By increasing info sharing between doctors and pharmacists, we can prevent drug abuse and in the end, save lives. http://t.co/r1L8zaZ1J1"
2015-07-20 17:09:30 +0000,"I signed legislation to expand our state’s prescription monitoring program, so we can help stop drug abuse before it starts."
2015-07-16 18:51:12 +0000,"When I took office, NJ’s unemployment rate was nearly 10% - Today’s numbers show the unemployment rate is down to 6.1%-Our lowest since 2008"
2015-07-16 18:50:57 +0000,"We also reached a new milestone w/4,275,000 people reporting they have jobs - the highest level in state history."
2015-07-16 18:50:42 +0000,"Today’s numbers show NJ Unemployment rate at 6.1%, the lowest level in nearly 7 years."
2015-07-15 03:56:33 +0000,More Jersey sports greatness tonight Congrats @MikeTrout on winning 2nd straight All-Star MVP Super night for Millville again. #jerseypride
2015-07-14 22:20:05 +0000,"@BriCalHar No deal is better than a bad deal. This is a bad deal for America. BTW, that is also what the President &amp; Sec'y Kerry used to say"
2015-07-14 02:46:13 +0000,@MullicaHillNJ We applied as soon as towns had sufficient proof of the damages to support a successful application. Happy to sign it today.
2015-07-14 02:41:06 +0000,"More Jersey sports exploits! Congrats to the pride of Toms River, NJ--Todd Frazier--wins the 2015 Home Run Derby. Go Jersey! #jerseypride"
2015-07-10 16:49:36 +0000,This is in honor of a Team who inspired a nation. Congratulations World Champions! #WeBelieve #USWNT #jerseypride http://t.co/pIS0CCU5BQ
2015-07-07 20:07:40 +0000,"I not only signed a 6th balanced budget this yr &amp; vetoed billions in tax hikes, but now we've also provided real tax relief for NJ families"
2015-07-07 20:04:07 +0000,Proud to deliver real tax relief for those who need it most - a 50% increase in the EITC for over 500k NJ families http://t.co/Weo9Nn4oGv
2015-07-06 01:15:04 +0000,Congrats to #USWNT and NJ’s own @CarliLloyd @TobinHeath @HeatherOReilly &amp; @ChristieRampone on winning @FIFAWWC Championship! #jerseypride
2015-07-06 00:37:14 +0000,@BellaDonna82079 Tweeted about Carli earlier. Very happy for her as well. #jerseypride
2015-07-06 00:13:54 +0000,New Jersey is killing it for Team USA! Jersey's own Tobin Heath makes it 5-2! Go USA! Go Ridge High School! #jerseypride
2015-07-05 23:18:43 +0000,A hat trick by New Jersey's own Carli Lloyd! What an amazing leader she has been for Team USA. Go USA! Go Scarlet Knights! #jerseypride
2015-07-01 18:47:16 +0000,Congrats to #USWNT on advancing to the World Cup Final and NJ’s @CarliLloyd for her PK Goal and Assist in last night’s victory. #jerseypride
2015-06-29 17:37:10 +0000,Great meeting with Chief Minister of Maharashtra Devendra Fadnavis @Dev_Fadnavis and his delegation today. http://t.co/FzH2PjELa7
2015-06-26 16:55:40 +0000,Today I took action to stop Democrats from raising taxes and get working families the tax relief they need in NJ. https://t.co/SZ3qVh47sZ
2015-06-26 16:23:06 +0000,My response from today's press conference on SC ruling: https://t.co/SZ3qVh47sZ
2015-06-26 15:35:40 +0000,My press conference in Trenton will begin momentarily. You can watch it live here: http://t.co/2Z1iFVzIKx
2015-06-26 03:41:35 +0000,"@PlanetPat24 Congrats on being drafted by Nets. Jersey is a great place, a short drive to Brooklyn &amp; maybe @JerianGrant will live here too!"
2015-06-26 02:08:00 +0000,"@JerianGrant Welcome to the Knicks. You know, there are a lot of great places in New Jersey. We welcome you to live in the Garden State!"
2015-06-23 01:36:22 +0000,Congrats to NJ native Carli Lloyd on her goal for Team USA in the Women's World Cup #jerseypride
2015-06-22 18:47:15 +0000,We're going to need to speak out loud that this type of racism in our country is long past due to be sent away. https://t.co/YvBElIdkDm
2015-06-22 17:46:12 +0000,This hate didn't just appear out of the sky. This hate is born of racism. And we need to say that out loud. https://t.co/YvBElIdkDm
2015-06-22 00:52:15 +0000,This hate is born out of racism. And we must say that out loud. https://t.co/YvBElIdkDm
2015-06-21 14:37:23 +0000,"Of all the things I get to do in life, being a father is the absolute best.  #HappyFathersDay to all the great dads. https://t.co/2BNO9xgCeU"
2015-06-18 15:34:47 +0000,"Under this administration, we’ve now had 11 consecutive months of employment growth and created nearly 200,000 private sector jobs."
2015-06-18 15:33:53 +0000,"New job numbers out today show New Jersey gained 12,200 private sector jobs in May."
2015-06-10 21:47:02 +0000,"We need to open our ears and listen to each other, no matter what groups we are from.  https://t.co/kDzGrUcF35 @LatinoCoalition"
2015-06-10 19:35:14 +0000,There's a myth that certain Americans will only vote for a certain party. That's simply not true. https://t.co/kDzGrTV4bx  @LatinoCoalition
2015-06-09 14:48:00 +0000,My statement on today’s NJ Supreme Court ruling. http://t.co/VYfOzEBzwu
2015-06-05 22:42:48 +0000,What. You thought I would let everyone else have all the fun? This is called #OwningIt https://t.co/0f1PxS6IFJ (h/t @IJReview)
2015-06-05 19:06:48 +0000,Congratulations to the whole gang at @ChasingTheNews on their 500th episode.  Looking forward to your big news!
2015-06-03 19:36:20 +0000,"@justinalpertesq no, its because I'm the 55th governor of NJ"
2015-06-03 18:17:45 +0000,Back on 3rd base again tonight for  Bombers Boomer Broadway Softball Classic at @Yankees Stadium. Who's coming? http://t.co/fKaTHkOBjo
2015-06-02 19:43:05 +0000,"In recognition &amp; mourning of a brave &amp; loyal hero, I am ordering all State buildings to fly flags at half-staff on Thursday, June 4, 2015."
2015-06-02 19:42:24 +0000,"It is w/ deep sadness that we mourn the loss of Trooper Anthony Raspa &amp; extend our sincere sympathy to his family, friends, &amp; fellow @NJSP."
2015-06-02 17:37:06 +0000,This is not the kind of thing where we should be playing tit for tat. https://t.co/NeRzb9Rqtn
2015-06-01 22:00:29 +0000,No decision you make will ever be universally popular.  https://t.co/zf7PW10eSp
2015-06-01 21:00:22 +0000,Some people just reflexively oppose things.  https://t.co/zf7PW10eSp
2015-06-01 20:00:21 +0000,"We don’t have buy in from parents, we don’t have buy in from educators. https://t.co/zf7PW10eSp"
2015-06-01 19:30:19 +0000,"I felt like we had to give it a fair chance, I think we did. We’ve given it a four year chance.  https://t.co/zf7PW10eSp"
2015-06-01 18:00:56 +0000,"At most of those town hall meetings we’d have someone stand up &amp; complain about Common Core - parents, educators. https://t.co/zf7PW10eSp"
2015-06-01 17:45:06 +0000,This is a recognition of what I’ve heard across the state for the better part of the last two years. https://t.co/zf7PW10eSp
2015-06-01 13:57:50 +0000,@RUJerseyGirl what time will you be at the state house?
2015-05-29 21:37:46 +0000,At Pt Pleasant boardwalk w/Christie Admin alums Deb Gramiccioni &amp; Lou Goetting. Summer is officially here! http://t.co/5S5bXWk265
2015-05-29 20:41:13 +0000,We don’t have buy in from educators or parents on common core. https://t.co/zf7PW10eSp
2015-05-29 20:36:33 +0000,Texas deserves federal aid. https://t.co/NeRzb9Rqtn
2015-05-29 17:41:15 +0000,My statement on President Obama's decision to remove Cuba from the terrorist watchlist. http://t.co/OErIzYdVYi
2015-05-28 18:26:37 +0000,"About to speak about New Jersey's Academic Standards
at Burlington County College. You can watch it live here: 
http://t.co/kAsOPefDTw"
2015-05-27 22:58:26 +0000,.@AmbDermer great to spend some time together while you were in NJ. Appreciate you taking the time. http://t.co/pyCFClRs9s
2015-05-27 20:49:48 +0000,I'm on @nj1015 #AskGov tonight at 7pm. Tune in!
2015-05-27 17:50:12 +0000,Blue Acres is giving residents the opportunity to start their lives over again. http://t.co/SHX2iXlEdy
2015-05-27 14:43:58 +0000,Watch my announcement in Manville on a milestone for the Blue Acres buyout program: http://t.co/2Z1iFVzIKx
2015-05-25 12:47:34 +0000,And to remember those who have paid the ultimate price for our country. Their unmatched patriotism makes us all proud to be Americans.
2015-05-25 12:47:21 +0000,"On this #MemorialDay, I encourage all New Jerseyans to join me in thanking our service members for their willingness to defend our nation."
2015-05-25 12:47:09 +0000,Words alone cannot fully express our gratitude for our veterans and their families who continually support them.
2015-05-25 12:46:53 +0000,"Throughout history, the brave men and women of our armed forces have served as a constant symbol of patriotism for all Americans."
2015-05-25 12:46:31 +0000,"Today, we pause to honor the American heroes in our military who courageously and selflessly defend our country and our freedom #MemorialDay"
2015-05-20 21:50:02 +0000,Cybersecurity attacks continue to rise here in NJ &amp; around our nation. This is our best offense &amp; our best defense: https://t.co/SaCCcN3Hch
2015-05-19 20:54:58 +0000,Today we offered not only our prayers and our condolences but our thanks for the continuing sacrifice that you make: https://t.co/pjrZz8Ycoy
2015-05-18 16:08:39 +0000,"Camden used to be one of the most dangerous cities in America, but we’ve really had a renaissance there.   https://t.co/gSKkWjT0nQ"
2015-05-18 15:34:32 +0000,I said this to @JakeTapper &amp; for many years now: Camden is a great example of what can be done across this country.  https://t.co/gSKkWjT0nQ
2015-05-18 15:15:09 +0000,This was possible b/c of the leadership and commitment of Mayor @DanaRedd &amp; @camdencountryPD  https://t.co/yNAcxrt7CM
2015-05-18 15:06:11 +0000,"There has also been a 28% reduction in aggravated assaults, 36% overall drop in violent crime, and 37% reduction in non-violent crime."
2015-05-18 15:05:32 +0000,"Since NJ's partnership w/Camden began in 2013, there's been a 50% reduction in homicides, 35% reduction in rape, 49% reduction in Robberies."
2015-05-18 15:04:55 +0000,"For Camden, it doesn't matter what party you're from. The fact is that u see a city full of both struggle&amp;potential. https://t.co/YvBou8hoLT"
2015-05-18 14:52:04 +0000,The Camden citizens are participating in that and benefiting from it. https://t.co/oqYdhttwAC
2015-05-18 14:51:02 +0000,And the @CamdenCountyPD wants to build trust and respect between the citizens and themselves. https://t.co/oqYdhttwAC
2015-05-18 14:50:07 +0000,.@CamdenCountyPD wants to make the community a part of the law enforcement community. https://t.co/oqYdhttwAC
2015-05-18 14:41:53 +0000,And we did it in a way where the community feels empowered. https://t.co/oqYdhtbVJ4
2015-05-18 14:41:36 +0000,"The state, county and the local government have worked incredibly hard, to reestablish law and order in Camden. https://t.co/oqYdhtbVJ4"
2015-05-15 14:48:41 +0000,"Thanks to Susan for sharing her  story at yesterday's TH. It's When we share our stories, people begin to understand https://t.co/a7s2rKVsSJ"
2015-05-15 14:42:24 +0000,And that it can happen to anyone. https://t.co/Laaanz8iYo #BeAFace
2015-05-15 14:41:23 +0000,Take a look back at the video we made last October to help people understand what addiction really means. https://t.co/Laaanz8iYo #BeAFace
2015-05-15 14:38:14 +0000,So I'll continue to talk about this issue to help people understand that addiction is in fact a disease.  https://t.co/a7s2rKVsSJ #BeAFace
2015-05-15 14:27:25 +0000,People who suffer from addiction too often hide in the shadows. https://t.co/a7s2rKVsSJ #BeAFace
2015-05-14 21:30:00 +0000,@MatthewLBeck thanks for hosting us. I appreciate it.
2015-05-14 20:12:44 +0000,I will not increase taxes on the people of NJ to pay for this. https://t.co/hyoWvdDJir. #TheWholeTruth
2015-05-14 16:27:24 +0000,.@oberle_debra appreciate you being there
2015-05-14 14:01:25 +0000,.@RileyEDixon on my way!
2015-05-14 13:53:39 +0000,"If you can't be with us in Sparta today, you can watch the town hall online here: http://t.co/2Z1iFVzIKx #TH137"
2015-05-14 13:50:20 +0000,En route to our 137th town hall in Sparta. Who is already there? #TH137
2015-05-13 20:40:47 +0000,RT if we'll see you at our Town Hall in Sparta tomorrow at 10:30 AM. http://t.co/WAj4ODfVQg
2015-05-13 16:08:54 +0000,Our 137th Town Hall is tomorrow in Sparta. Will you be there? RT and don't forget to RSVP. http://t.co/BGyUENGTJ1
2015-05-11 17:58:23 +0000,From my office: http://t.co/Uy6Ev2vALh
2015-05-11 17:40:42 +0000,".@DanOrlando44 I know, the @AP got it right on Friday:  http://t.co/LRtPqrGfmX"
2015-05-11 00:44:06 +0000,Sign to petition @BarackObama to give #Yankees American icon Yogi Berra the Presidential Medal of Freedom http://t.co/RI4J3vVJGc #YogiMedal
2015-05-10 21:53:30 +0000,#HappyMothersDay to Mary Pat and all the amazing moms out there. http://t.co/v9P6q4CTLR
2015-05-05 17:53:52 +0000,Next Thursday in Sparta NJ will be our 137th town hall. Will you be there? Don't forget to RSVP. http://t.co/VX9YBSlYHF
2015-05-01 19:00:44 +0000,From Randy Mastro: http://t.co/XHNGR9j2bH
2015-05-01 18:40:26 +0000,Now 15 months later it is time to let the justice system do its job.
2015-05-01 18:40:11 +0000,"…calling for an outside investigation and agreeing to fully cooperate with all appropriate investigations, which I have done."
2015-05-01 18:39:55 +0000,"The moment I first learned of this unacceptable behavior I took action, firing staff believed to be accountable...(cont.)"
2015-05-01 18:38:45 +0000,I had no knowledge or involvement in the planning or execution of this act.
2015-05-01 18:38:30 +0000,Today's charges make clear that what I've said from day one is true.
2015-04-29 19:41:17 +0000,.@GoyaFoods thank you for believing in New Jersey https://t.co/hq16aignDJ
2015-04-28 16:25:10 +0000,".@NJSP will be on the ground for the initial term of 72 hours, as per the request from Maryland."
2015-04-28 16:24:56 +0000,Approximately 50 enlisted and civilian personnel will provide investigative and logistical support.
2015-04-28 16:24:22 +0000,There will be a deployment of 150 @NJSP and personnel and 100 of those troopers will provide operational support.
2015-04-28 16:23:56 +0000,And our full deployment of @NJSP will unfold later today to help ensure a peaceful resolution for the city and people of Baltimore.
2015-04-28 16:23:24 +0000,"Following my conversation with Gov @LarryHogan, the @NJSP placed an assessment team on the ground in Maryland."
2015-04-28 16:22:49 +0000,…in their efforts to protect the lives and well-being of the people in the city of Baltimore while calm and order are being restored.
2015-04-28 16:22:32 +0000,I spoke directly with Maryland Governor @LarryHogan last night and let him know that New Jersey is offering our full support &amp; solidarity...
2015-04-27 19:45:15 +0000,"Here's what @NJSenatePres says, and here's what he means. #WheresTheMoney http://t.co/JlIwfk3bw4"
2015-04-27 14:40:08 +0000,I'll be on @nj1015 #AskGov tonight at 7pm. Tune in! http://t.co/WlsG1lL72K
2015-04-24 19:30:35 +0000,Today's Trenton Dictionary: here's what “good-faith effort” to #makethepayment really means: #TrentonTranslation http://t.co/CbYXGWo7nJ
2015-04-23 19:37:35 +0000,Do you see a money tree?https://t.co/4qylv26ROE #WheresTheMoney
2015-04-23 14:57:49 +0000,Watch our 136th town hall live here: http://t.co/2Z1iFVzIKx
2015-04-23 13:54:48 +0000,Headed to our 136th town hall this morning in Cedar Grove. Will I see you there?
2015-04-22 19:10:04 +0000,And here is what “viable solution” really means. Does this seem like a viable solution? #TrentonTranslation http://t.co/HAclZk4XNy
2015-04-22 19:06:03 +0000,Again here is @NJSenatePres on a “Viable Solution” https://t.co/mXWvpdjcaD
2015-04-22 18:35:03 +0000,And here is what “Viable Solution” actually means. #TrentonTranslation http://t.co/FUK3Ym8w7g
2015-04-22 18:30:18 +0000,Here is @NJSenatePres on @NJTVonline talking about a “Viable Solution” https://t.co/mXWvpdjcaD
2015-04-22 18:02:11 +0000,"So, straight from the Trenton Dictionary, here is what  “Viable Solution” means...  #TrentonTranslation http://t.co/mFiGPQsFlW"
2015-04-22 18:01:02 +0000,"As we said yesterday, what something ACTUALLY means doesn't always translate to plain English here in Trenton."
2015-04-22 17:17:44 +0000,.@NJSenatePres and @VincentPrieto seem to think we do. Call and ask them #WheresTheMoney http://t.co/GY3ezXa9iU
2015-04-22 17:15:55 +0000,I would hate to have to be the guy to say “no” But Do YOU see a money tree in the back of the state house? https://t.co/KoPhIjuiav
2015-04-22 16:28:26 +0000,I have said this before and I’ll say it again. We just simply don’t have the money. https://t.co/PnGBcQ1zS8
2015-04-22 16:09:05 +0000,Call and ask .@NJSenatePres and @VincentPrieto  #WheresTheMoney http://t.co/HbEEyeDsmN
2015-04-22 16:07:59 +0000,.@NJSenatePres and @VincentPrieto are telling us that we just need to #MakeThePayment. It’s $3.2 billion so how exactly will they pay?
2015-04-22 00:34:04 +0000,"In Trenton, “Make The Payment” means Raise The Sales Tax From 7 To 10% OR Raise The Income Tax By 29%. http://t.co/Qm6JXVd3t5"
2015-04-21 23:00:24 +0000,.@NJSenatePres &amp; @VincentPrieto are telling us to just #MakeThePayment It’s $3.2B How exactly do they propose we pay? http://t.co/hSZcsEiTd5
2015-04-21 22:30:06 +0000,What does “Make The Payment” Mean? Well here is the definition from the Trenton Dictionary: #TrentonTranslation http://t.co/X2M7KMRkjp
2015-04-21 22:06:03 +0000,"Hey, @NJSenatePres and @VincentPrieto #WheresTheMoney ? http://t.co/hsQktP0NCf"
2015-04-21 21:33:03 +0000,Ask @NJSenatePres and @VincentPrieto which tax they plan to raise. #WheresTheMoney http://t.co/Lfqezzc9Th
2015-04-21 21:10:45 +0000,To #makethepayment for a single year WOULD mean raising your income taxes by 29% or raising the sales tax to 10%. http://t.co/mgmbBbEUT0
2015-04-21 21:00:28 +0000,As defined by the Trenton Dictionary. Here is what  “Make The Payment” actually means. #TrentonTranslation http://t.co/FN9F6P9z43
2015-04-21 20:50:04 +0000,.@NJSenatePres and @VincentPrieto seem to think we do. Call and ask them #WheresTheMoney http://t.co/H75Pm1IF1E
2015-04-21 20:45:09 +0000,"I didn't run for office to become prom king. So, I’m not gonna just tell you we have the money, if we don’t.  https://t.co/KoPhIjcGLV"
2015-04-21 20:30:12 +0000,"A money tree is what we would need to simply  #makethepayement.  So, @NJSenatePres and @VincentPrieto  #WheresTheMoney ?"
2015-04-21 20:15:07 +0000,"In Trenton, “Make The Payment” means  Raise The Sales Tax From 7 To 10% OR Raise The Income Tax By 29%. http://t.co/yDGepBdOuR"
2015-04-21 20:00:12 +0000,I would hate to have to be the guy to say “no”.  But Do YOU see a money tree in the back of the state house? https://t.co/KoPhIjcGLV
2015-04-21 19:37:09 +0000,"So, straight from the Trenton Dictionary, here is what  “Make the Payment” means.  #TrentonTranslation http://t.co/TEJS6garv9"
2015-04-21 19:36:08 +0000,What something ACTUALLY means doesn't always translate to plain English here is Trenton.  #TrentonTranslation
2015-04-21 19:30:09 +0000,I have said this before and I’ll say it again. We just simply don’t have the money. https://t.co/PnGBcPJYty
2015-04-21 19:15:08 +0000,Call and ask .@NJSenatePres and @VincentPrieto  #WheresTheMoney http://t.co/mwgLgNs6JR
2015-04-21 18:55:04 +0000,.@NJSenatePres &amp; @VincentPrieto are telling us to just #MakeThePayment It’s $3.2B How exactly do they propose we pay? http://t.co/6GuLOesUia
2015-04-21 16:12:03 +0000,From my office: http://t.co/5TOGgGqCsj
2015-04-20 19:15:26 +0000,@AMCaristi Thanks Anne Marie
2015-04-20 18:01:38 +0000,Our 136th town hall is this Thursday in Cedar Grove. Will you be there? RT and don't forget to RSVP. http://t.co/ewPm9U0cvd
2015-04-20 16:14:43 +0000,4¢ will go to direct municipal aid &amp; 15¢ goes towards pension &amp; health benefit costs. #ToBeFair #TheWholeTruth http://t.co/iIjYzrF4qz
2015-04-20 16:13:07 +0000,For every dollar spent in NJ State Budget... #ToBeFair http://t.co/a03MEhDrpQ
2015-04-17 17:25:00 +0000,At yesterday's town hall a Boy Scout told me what he wanted to be when he grew up. https://t.co/sS6et0elJQ
2015-04-16 19:48:21 +0000,watch town hall 135 live here: http://t.co/2Z1iFVi7lX
2015-04-16 19:20:00 +0000,Our 135th town hall will be on Livestream here: http://t.co/2Z1iFVi7lX
2015-04-16 00:59:34 +0000,Made it back to NJ just in time to celebrate @bassproshops opening in AC and to be greeted by a few @Eagles fans. https://t.co/coeZBkb72h
2015-04-13 18:31:22 +0000,I'm sure @NJSenatePres was shocked to hear that dealing with him is actually not the hardest part of this job. https://t.co/Nmnuu36nXg
2015-04-13 18:30:55 +0000,Happy to have @NJSenatePres stop by with his daughter Lauren and her class from @RowanUniversity on Friday. http://t.co/MY0niKABhx
2015-04-10 21:00:25 +0000,Current state employees will STILL get the pension payouts they were promised. #thewholetruth http://t.co/jqQpVQz3fO
2015-04-10 20:45:36 +0000,The reforms I am proposing would NOT require increasing taxes on the people of NJ. #thewholetruth http://t.co/dHuv140h5Y
2015-04-10 18:01:09 +0000,Many of you have been tweeting that I am taking your pension away. That is just simply NOT true. #thewholetruth http://t.co/id6ve8hDpF
2015-04-10 17:27:52 +0000,.@Morgan0751 here: http://t.co/o4D4PU5Jvy
2015-04-10 17:26:56 +0000,".@Hamilton4TX Thanks David, and great to hear! Enjoy Cape May. #itsashorething"
2015-04-10 15:13:53 +0000,Let me tell you some things that I've heard and seen in tweets to me that are just simply NOT true.  https://t.co/gkNge6RVbC #thewholetruth
2015-04-10 14:30:19 +0000,"Many of you ask me to cut MY pension. Well, I don’t have one. I have a 401k  #thewholetruth http://t.co/oLmEdxtkKy"
2015-04-10 14:18:04 +0000,Many people tweet me things that are simply not true. Read and RT this. THIS is #thewholetruth http://t.co/PW5oEiRxS2
2015-04-10 14:15:26 +0000,I said at Tuesday’s town hall that I would like to clear a few things up https://t.co/gkNge6RVbC   #thewholetruth
2015-04-09 23:33:05 +0000,"But I will never change who I am and being ""vanilla"" just isn't me.  https://t.co/i2JcJSGbPl"
2015-04-09 22:31:07 +0000,Listening to comments (and a bit of advice) like hers is a part of my efforts to get better every day.  https://t.co/i2JcJSGbPl
2015-04-09 22:30:17 +0000,I appreciated hearing from Cheryl at the last town hall. And I take her comments to heart. https://t.co/i2JcJSGbPl
2015-04-09 18:00:21 +0000,"And, this is me. What you see is what you get. https://t.co/i2JcJSGbPl"
2015-04-09 17:20:51 +0000,"Bc like my mom always said: always be yourself, that way u don’t have to try to remember who u pretended to be yday https://t.co/i2JcJSoAXN"
2015-04-09 17:15:53 +0000,"And other days you’re going to say, ""I’m glad he said that because it needed to be said and it should have been said a long time ago..."""
2015-04-09 17:15:20 +0000,"With me you’re going to get what you see. Some days that’s going to make you go ""no, not today Chris..."" https://t.co/i2JcJSoAXN"
2015-04-09 17:07:57 +0000,"But I will never change who I am and being ""vanilla"" just isn't me.  https://t.co/i2JcJSoAXN"
2015-04-09 17:04:20 +0000,Listening to comments (and a bit of advice) like hers is a part of my efforts to get better every day.  https://t.co/i2JcJSoAXN
2015-04-09 17:01:01 +0000,I appreciated hearing from Cheryl at the last town hall. And I take her comments to heart. https://t.co/i2JcJSoAXN
2015-04-09 15:31:54 +0000,A #tbt of our 10 year reunion.  Looking forward to reuniting with the Livingston class of 1980 Saturday night. http://t.co/1pSSsuyrcf
2015-04-08 21:01:43 +0000,All of you make me proud to be able to say that I'm your governor. https://t.co/H4FL5hrlZS
2015-04-08 18:03:05 +0000,On my way to Union Beach to give some good news &amp;remind the people there we have not forgotten them. https://t.co/1ODEI1PymI #FlashbackVideo
2015-04-08 02:30:14 +0000,A Girl Scout at today's town hall got me to share this price of advice:  https://t.co/iysB9Rz8Ec
2015-04-08 02:00:23 +0000,#DearDC it's harder to hate up close. https://t.co/iysB9Rz8Ec
2015-04-08 01:30:17 +0000,A Girl Scout at today's town hall asked me... https://t.co/iysB9Rz8Ec
2015-04-08 01:00:27 +0000,"What does a Girl Scout, the  NYTimes and the current FBI Director have in common? They are all in this video--&gt; https://t.co/iysB9Rz8Ec"
2015-04-08 00:40:30 +0000,You know what's wrong with Washington D.C.? Here's what... https://t.co/iysB9RhxME
2015-04-07 19:57:30 +0000,Watch our 134th Town Hall live now: http://t.co/kAsOPefDTw
2015-04-07 18:03:46 +0000,#thewholetruth http://t.co/8Jwg517Eo7
2015-04-07 14:36:09 +0000,RT if you will be there. http://t.co/Gtww12OUbO
2015-04-06 17:42:08 +0000,I’ll be at my 35th High School reunion this wknd. Thx 2 my HS classmates for going easy on me w/ this one:  http://t.co/FHoMb6twfb #Lancers
2015-04-06 17:40:17 +0000,The reports ARE true…http://t.co/6BHeP6KO3V
2015-04-06 16:44:43 +0000,For every dollar spend in the NJ State Budget... #tobefair #thewholetruth http://t.co/2nHNhj1dcz
2015-04-06 14:27:36 +0000,Will you be there tomorrow? Our 134th town hall is in Matawan at 3:30pm. Don't forget to RSVP http://t.co/LOhOHpXKPm
2015-04-05 13:28:26 +0000,Wishing everyone a very Happy Easter!
2015-04-03 21:26:55 +0000,Chag Sameach to all New Jerseyans beginning their Passover celebration tonight.
2015-04-02 19:45:27 +0000,Join us for our 134th town hall next Tuesday in Old Bridge. Don't forget to RSVP! http://t.co/ioEtwvni9H
2015-04-02 15:20:26 +0000,.@jimmyfallon I think our Girl Scout got more laughs than you did last night! You’re welcome.
2015-04-01 19:49:26 +0000,"Like I said yesterday, this is not just a NJ problem. This is a national problem. #thewholetruth #tobefair http://t.co/VUhsPMDSIC"
2015-04-01 14:56:34 +0000,Just look at #thewholetruth. I’m the first guy who's put significant money INTO this pension system. #RT http://t.co/NxFVSKxpAE
2015-04-01 14:00:44 +0000,People tweet and facebook and email me about this ALL the time. Here is the answer: https://t.co/CH9pCvjAda #thewholetruth
2015-04-01 13:24:43 +0000,"In my 5 yrs, we will have made $4.2B in payments to the pension system. Compare that to previous Govs #thewholetruth http://t.co/y01OoG4XlW"
2015-04-01 12:34:01 +0000,hey @jimmyfallon these two Brownies gave you an assist with tonight's monologue: https://t.co/CQ3yMGdYzB
